,R2 (Validation),RMSE,MAE,Input Parameters,Class Quantity
0,0.27830126185633874,0.04470802840574002,0.03372554653529032,"['PlnCurv', 'TWI']",1
1,0.2770298580836017,0.04474739174437861,0.03606067373283588,"['DEM_QGIS', 'PlnCurv', 'TWI']",1
2,0.24491170800508322,0.045730548814829144,0.03675224595919443,"['DEM_QGIS', 'ProfCurv', 'PlnCurv', 'TWI']",1
3,0.226436758815721,0.04628661883572253,0.03555381216148201,"['ProfCurv', 'PlnCurv', 'TWI']",1
4,0.18965177737427075,0.04737436340502568,0.032657161034432725,['PlnCurv'],2
5,0.1390920688525875,0.04882990727778145,0.0398768106212379,['TWI'],2
6,0.12032913096460773,0.04935914751081667,0.04061224079850996,"['DEM_QGIS', 'TWI']",1
7,0.12022241916202259,0.04936214126908498,0.039061636389440484,"['ProfCurv', 'TWI', 'Texture']",3
8,0.11309199807076076,0.04956177272649957,0.04047667788629813,"['DEM_QGIS', 'PlnCurv', 'TPI']",2
9,0.11294630936698913,0.049565843212902715,0.04045943428356082,"['DEM_QGIS', 'PlnCurv']",2
10,0.10966393844236677,0.04965746295260412,0.03703285214483456,"['PlnCurv', 'TPI']",2
11,0.10875803444385013,0.049682719403025266,0.04009494925226764,"['DEM_QGIS', 'PlnCurv', 'TPI', 'TWI']",1
12,0.08446057838446741,0.05035540227089452,0.04287178390930414,"['DEM_QGIS', 'ProfCurv', 'PlnCurv']",2
13,0.06290214393424931,0.05094481826875528,0.04066944572047434,"['ProfCurv', 'TWI']",2
14,0.05639977127558382,0.05112126170657649,0.03544299969621408,"['ProfCurv', 'PlnCurv']",2
15,0.05511408918697713,0.0511560769363119,0.03931818032940286,"['DEM_QGIS', 'PlnCurv', 'TWI', 'Texture']",1
16,0.04747285575251137,0.0513625084289946,0.03807706338065856,"['ProfCurv', 'PlnCurv', 'TWI', 'Texture']",1
17,0.040800763750028834,0.05154208197897585,0.042192846915393656,"['DEM_QGIS', 'ProfCurv', 'TWI']",2
18,0.0061840628507319195,0.05246389422097257,0.04294312795619936,"['PlnCurv', 'TWI', 'NDVI']",1
19,-0.018901241579929895,0.05312189889691683,0.04056814650563633,['ProfCurv'],1
20,-0.027269010633020896,0.05333958577816838,0.04182317183267416,"['DEM_QGIS', 'TPI']",2
